avail.datasets,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_fun_evals,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_fun_evals,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_level.costs_fun_evals,ela_level.costs_runtime,Class
1512_heart-long-beach,5,13,13,0,200,0.065,1.0,0.0,5,5,5.0,0.0,5,0.05,0.28,0.2,0.089513,0.983174,0.983174,4.628512,4.628512,0.205267,0.501362,0.535807,1.507281,0.936526,0.996816,0.377717,1.507281,0.048429,31.12382,19.583238,9,10,0.692308,0.045,0.1,2,6,3.6,1.67332,3,6,4.6,0.966092,0,2,0.692308,0.751068,0.1,0.28,0.35,0.299615,0.023493,0.28,0.335,0.345,0.101,0.529,1.559,0.307,1.296,0.4002,0.1998,0.5,0.789,1.19,0.663,0.509,1.0,15.308,849,8.49,0.042663,56,3.3e-05,39.24,0.081356,0.655172,2.684416,0.365975134472845,0.217420270157608,0.0014247016775948,0.0018584477783644,1.30444696429487,0.506510638384411,0.388843064637783,1.89517257489893,0.637023412342098,0,0.0400000000008731,1.8434844950839,2.29961176900324,95.0,0.0,0.0199999999967986,0.0146,0.0146,0.0146,1.0,1.0,1.0,0.0146,0.0146,0.0146,1.0,1.0,1.0,0.0146,0.0146,0.0146,1.0,1.0,1.0,0,276.37000000001,Defaults
1519_robot-failures-lp4,3,90,90,0,117,0.769231,1.0,0.0,3,3,3.0,0.0,3,0.179487,0.615385,0.333333,0.2446,1.490739,1.490739,9.130304,9.130304,0.268852,0.997654,0.520228,0.932018,0.84836,0.395209,0.164815,0.932018,0.093732,9.943472,3.216391,5,6,0.055556,0.042735,0.166667,2,4,2.5,1.0,2,5,4.0,1.095445,0,2,0.055556,0.274828,0.91453,0.615385,0.726496,0.639221,0.033325,0.615385,0.683761,0.863248,1.082,6.313,0.0,0.94,1.362,0.513333,0.258667,0.5,0.284,0.869,0.138,0.113,0.948,1.289,1056,18.051282,0.155615,72,0.000149,20.811966,0.290096,0.653706,1.866588,0.482465017666587,0.448613026937502,0.0075943813108045,0.0115533204478282,1.52129844091332,0.622918637322305,0.554271329832317,5.87983215623129,0.818941256672861,0,0.0100000000002183,1.15077668507311,-0.0764228609193465,19.0,0.0,0.0199999999967986,,,,,,,,,,,,,,,,,,,0,0.80000000000291,Tuning
1520_robot-failures-lp5,5,90,90,0,164,0.54878,1.0,0.0,5,5,5.0,0.0,5,0.128049,0.286585,0.2,0.07207,1.322368,1.322368,6.606508,6.606508,0.289924,0.98969,0.355993,1.558298,0.968225,0.408323,0.159193,1.558298,0.108791,14.323709,2.753263,7,8,0.077778,0.042683,0.125,2,6,3.5,1.914854,3,5,4.125,0.64087,0,1,0.077778,0.269322,0.707317,0.310976,0.420732,0.365515,0.030867,0.371951,0.310976,0.646341,1.207,2.6758,0.0,0.957,1.331,0.3996,0.2002,0.5,0.521,0.954,0.362,0.185,0.969,1.811,1121,13.670732,0.08387,47,4.6e-05,13.268293,0.141526,0.865714,2.428307,0.497456061672789,0.290401134378835,0.0068150240686141,0.0086407191768621,1.26789268678537,0.675507713688988,0.542554570513104,3.7743636203245,0.852255990238352,0,0.0600000000013097,1.39777784289508,0.659667615164177,60.0,0.0,0.0,0.0696,0.0769333333333333,0.0720666666666667,0.904679376083189,0.96577243293247,1.06753006475486,0.0696,0.0769333333333333,0.0720333333333333,0.904679376083189,0.966219342896807,1.06802406293383,0.255733333333333,0.164866666666667,0.152766666666667,1.55115244642135,1.67401265546585,1.07920576041894,0,205.110000000001,Tuning
1523_vertebra-column,3,6,6,0,310,0.019355,1.0,0.0,3,3,3.0,0.0,3,0.193548,0.483871,0.333333,0.14546,0.773325,0.773325,6.471457,6.471457,0.334149,0.772152,0.755814,1.034079,0.941259,1.183229,0.409369,1.034079,0.161346,6.409085,6.333496,4,5,0.666667,0.012903,0.2,2,2,2.0,0.0,2,5,3.8,1.30384,0,2,0.666667,0.816497,0.835484,0.483871,0.780645,0.604839,0.107294,0.503226,0.483871,0.770968,0.776,1.697,0.047,0.706,2.371,0.663,0.333667,0.5,0.368,0.671,0.229,0.209,1.0,51.667,6696,43.2,0.139806,150,1.7e-05,43.267742,0.263128,0.661421,1.779687,0.500513619538648,0.461528931644587,0.00936338126219,0.0121020344520506,1.29248549355983,0.667738240672158,0.546185362630178,55.0554196436925,0.840014502969657,0,0.0299999999988358,,,,,,0.0009666666666666,0.0009666666666666,0.0009666666666666,1.0,1.0,1.0,0.0009666666666666,0.0009666666666666,0.0009666666666666,1.0,1.0,1.0,0.0009666666666666,0.0009666666666666,0.0009666666666666,1.0,1.0,1.0,0,203.550000000003,Tuning
1527_volcanoes-a1,5,3,3,0,3252,0.000923,1.0,0.0,5,5,5.0,0.0,5,0.017835,0.907749,0.2,0.395663,0.295738,0.295738,2.298713,2.298713,0.123768,0.643607,0.986762,0.43429,0.26984,2.427129,0.600321,0.43429,0.075197,5.775353,31.276858,14,15,4.666667,0.004305,0.066667,2,8,4.0,2.309401,2,8,5.933333,1.533747,4,6,4.666667,1.154701,0.911439,0.907749,0.910209,0.908569,0.00142,0.907749,0.907749,1.0,0.704,1.3794,6.617,0.691,0.823,0.0752,0.0368,0.5,0.155,0.299,0.119,0.607,0.871,542.0,737636,453.650677,0.139542,2952,1e-06,2177.591636,0.418341,0.684568,2.621666,0.287211902285127,0.219269909968642,0.0008493948274646,0.0021361640930549,2.51492477230081,0.340180960591464,0.429908358126373,3.39498121108015,0.631162239012142,0,0.0300000000006548,1.89210453115337,2.4029814911596,91.0,0.0,0.0,0.0365666666666667,0.0365666666666667,0.0365666666666667,1.0,1.0,1.0,0.0365666666666667,0.0365666666666667,0.0365666666666667,1.0,1.0,1.0,0.0365666666666667,0.0365666666666667,0.0365666666666667,1.0,1.0,1.0,0,204.139999999999,Tuning
1528_volcanoes-a2,5,3,3,0,1623,0.001848,1.0,0.0,5,5,5.0,0.0,5,0.017868,0.906346,0.2,0.394879,0.308114,0.308114,2.309065,2.309065,0.137433,0.646678,0.987686,0.439396,0.273012,2.181351,0.591332,0.439396,0.069975,6.27937,30.17347,6,7,2.0,0.003697,0.142857,2,4,3.0,1.154701,2,5,4.285714,1.112697,1,3,2.0,1.0,0.909427,0.906346,0.906346,0.906346,0.0,0.906346,0.906346,0.877388,0.717,1.3436,6.255,0.795,0.888,0.0762,0.0376,0.5,0.158,0.302,0.123,0.599,0.893,541.0,182859,225.334566,0.138924,1471,4e-06,1081.678373,0.417851,0.683073,2.619494,0.277653181661511,0.219273220518106,0.0008466132492274,0.0021307527073851,2.5167958443001,0.329521340495676,0.418763498390042,3.62560665723224,0.61996430694269,0,0.0299999999988358,1.87242289374311,2.24826814904674,117.0,0.0,0.0,0.0451,0.0451,0.0451,1.0,1.0,1.0,0.0451,0.0451,0.0451,1.0,1.0,1.0,0.0451,0.0451,0.0451,1.0,1.0,1.0,0,201.639999999999,Tuning
1529_volcanoes-a3,5,3,3,0,1521,0.001972,1.0,0.0,5,5,5.0,0.0,5,0.019066,0.900066,0.2,0.391371,0.287709,0.287709,2.279028,2.279028,0.139463,0.640834,0.98667,0.462041,0.287082,2.19188,0.598292,0.462041,0.072898,6.338168,29.0677,9,10,3.0,0.005917,0.1,2,4,2.571429,0.9759,2,8,5.6,1.95505,2,5,3.0,1.732051,0.904668,0.900066,0.900066,0.900066,0.0,0.900066,0.900066,0.872452,0.694,1.2608,6.036,0.792,0.919,0.0814,0.04,0.5,0.164,0.317,0.128,0.609,0.895,507.0,159006,209.080868,0.137553,1369,4e-06,999.990138,0.38001,0.683824,2.619359,0.268952746268358,0.217285139939563,0.0005982543567159,0.0019252969464059,3.21819126729735,0.304085596861242,0.435409729961978,3.79285536185743,0.633870896729167,0,0.0499999999992724,1.94571720709986,2.71703325172561,104.0,0.0,0.0,0.0154666666666667,0.0154666666666667,0.0154666666666667,1.0,1.0,1.0,0.0154666666666667,0.0154666666666667,0.0154666666666667,1.0,1.0,1.0,0.0154666666666667,0.0154666666666667,0.0154666666666667,1.0,1.0,1.0,0,249.410000000003,Defaults
1530_volcanoes-a4,5,3,3,0,1515,0.00198,1.0,0.0,5,5,5.0,0.0,5,0.019142,0.90099,0.2,0.39189,0.305621,0.305621,2.33899,2.33899,0.159103,0.611125,0.986273,0.458564,0.284922,2.186017,0.596692,0.458564,0.067981,6.745458,31.156239,7,8,2.333333,0.00462,0.125,2,4,2.8,1.095445,2,6,4.625,1.30247,2,3,2.333333,0.57735,0.90429,0.90099,0.90099,0.90099,0.0,0.90099,0.90099,0.868647,0.591,1.205,6.773,0.683,0.806,0.0804,0.0396,0.5,0.176,0.344,0.131,0.626,0.888,505.0,157935,208.49505,0.137711,1365,4e-06,997.894389,0.40631,0.683045,2.619103,0.204097612807349,0.214371098264819,0.0004358534111168,0.0016002954121794,3.67163677365474,0.224597872407467,0.370648480610879,4.53529267820512,0.555889801268684,0,0.0300000000006548,,,,,,0.0321333333333333,0.0321333333333333,0.0321333333333333,1.0,1.0,1.0,0.0321333333333333,0.0321333333333333,0.0321333333333333,1.0,1.0,1.0,0.0321333333333333,0.0321333333333333,0.0321333333333333,1.0,1.0,1.0,0,210.069999999992,Tuning
1531_volcanoes-b1,5,3,3,0,10176,0.000295,1.0,0.0,5,5,5.0,0.0,5,0.002555,0.962166,0.2,0.426118,0.270716,0.270716,2.675037,2.675037,0.104143,0.481281,0.997886,0.20434,0.126964,2.536671,0.549643,0.20434,0.025321,8.070028,99.18093,2,3,0.666667,0.000197,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,2,0.666667,1.154701,0.960888,0.962166,0.964721,0.963018,0.001475,0.962166,0.962166,0.944182,0.294,0.2364,6.504,0.372,0.499,0.0302,0.0148,0.5,0.078,0.263,0.056,0.698,0.902,3390.0,8099069,1591.798153,0.156442,9791,0.0,7398.141706,0.593925,0.677461,2.569753,0.283049243142292,0.21134702838758,0.0005147270152814,0.0011034228898163,2.14370502627088,0.335432779137707,0.445378822688564,25.5243270435318,0.678339085059727,0,0.0499999999992724,,,,,,0.0539,0.0376,0.0539,1.43351063829787,1.0,0.697588126159555,0.0539,0.0376,0.0539,1.43351063829787,1.0,0.697588126159555,0.0539,0.0376,0.0539,1.43351063829787,1.0,0.697588126159555,0,422.740000000005,Defaults
1533_volcanoes-b3,5,3,3,0,10386,0.000289,1.0,0.0,5,5,5.0,0.0,5,0.002407,0.963412,0.2,0.426811,0.269776,0.269776,2.628335,2.628335,0.093734,0.459873,0.997538,0.198813,0.123529,2.543579,0.549966,0.198813,0.023494,8.462327,107.265514,2,3,0.666667,0.000193,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,2,0.666667,1.154701,0.961775,0.963412,0.963412,0.963412,0.0,0.963412,0.963412,0.947622,0.261,0.235,6.11,0.747,0.795,0.0294,0.0144,0.5,0.075,0.266,0.053,0.704,0.914,3460.0,8465905,1630.253225,0.156982,10006,0.0,7558.221548,0.599656,0.676646,2.567293,0.245172349443713,0.210439063473663,0.0003719483845149,0.001033478031328,2.77855227863336,0.275791500465644,0.432035858549483,33.4481531670089,0.647857895001617,0,0.0400000000008731,1.66797295584891,1.47916875843436,82.0,0.0,0.0,0.0567333333333333,0.0403666666666667,0.0561,1.40545004128819,1.01128936423054,0.719548425430778,0.0567333333333333,0.0403666666666667,0.0567666666666667,1.40545004128819,0.999412800939519,0.7110980622431,0.0567333333333333,0.0403666666666667,0.0567333333333333,1.40545004128819,1.0,0.711515863689777,0,540.360000000001,Defaults
1535_volcanoes-b5,5,3,3,0,9989,0.0003,1.0,0.0,5,5,5.0,0.0,5,0.002603,0.960957,0.2,0.425446,0.277794,0.277794,2.727043,2.727043,0.105282,0.47388,0.997781,0.209554,0.130203,2.534083,0.550269,0.209554,0.025215,8.310625,99.498194,3,4,1.0,0.0003,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,2,1.0,1.0,0.959856,0.960957,0.960957,0.960957,0.0,0.960957,0.960957,0.943938,0.281,0.2314,6.638,0.142,0.315,0.031,0.0154,0.5,0.08,0.274,0.057,0.704,0.95,3327.333,7802074,1562.133146,0.156401,9599,0.0,7221.137251,0.591547,0.676109,2.564742,0.25310482508919,0.210317396470244,0.0003692544468765,0.0010218166842833,2.76724273174377,0.286312055716422,0.439063603451578,16.4704300982694,0.660056292548051,0,0.0599999999994907,1.6671598146732,1.53253118982629,70.0,0.0,0.0100000000020373,0.0972666666666667,0.0455666666666667,0.0658666666666667,2.13460131675201,1.47672064777328,0.691801619433198,0.108466666666667,0.0522,0.0745666666666667,2.0779054916986,1.45462673223067,0.700044702726866,0.108466666666667,0.0522,0.079,2.0779054916986,1.37299578059072,0.660759493670886,0,584.880000000005,Defaults
1536_volcanoes-b6,5,3,3,0,10130,0.000296,1.0,0.0,5,5,5.0,0.0,5,0.002567,0.962093,0.2,0.426078,0.269459,0.269459,2.674903,2.674903,0.103049,0.479134,0.997975,0.20461,0.127131,2.5278,0.547721,0.20461,0.024943,8.203199,100.344146,2,3,0.666667,0.000197,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,2,0.666667,1.154701,0.960809,0.962093,0.964067,0.962751,0.00114,0.962093,0.964067,0.945903,0.29,0.2374,6.467,0.358,0.489,0.0302,0.0148,0.5,0.076,0.265,0.054,0.697,0.887,3374.667,8029689,1585.328529,0.156514,9746,0.0,7356.137315,0.599875,0.677107,2.568158,0.274817919641697,0.211280940410518,0.0004706098331979,0.0010970268213438,2.33107500939631,0.319156586543408,0.453184925915263,54.5233006705884,0.680892518552517,0,0.0400000000008731,1.53604598513267,0.921354692456585,68.0,0.0,0.0,0.0489333333333333,0.0323,0.0489333333333333,1.51496388028896,1.0,0.66008174386921,0.0489333333333333,0.0323,0.0489333333333333,1.51496388028896,1.0,0.66008174386921,0.0489333333333333,0.0323,0.0489333333333333,1.51496388028896,1.0,0.66008174386921,0,561.720000000001,Defaults
1539_volcanoes-d2,5,3,3,0,9172,0.000327,1.0,0.0,5,5,5.0,0.0,5,0.006106,0.945268,0.2,0.416686,0.25215,0.25215,2.170199,2.170199,0.055672,0.361476,0.990662,0.280392,0.174217,2.605932,0.570932,0.280392,0.020684,13.555971,124.987656,0,1,0.0,0.0,1.0,0,1,0.5,0.707107,1,1,1.0,0.0,0,0,0.0,0.0,0.9372,0.945268,0.945268,0.945268,0.0,0.945268,0.945268,0.912451,0.15,0.389,7.074,0.048,0.12,0.044,0.022,0.5,0.126,0.358,0.088,0.743,0.961,3057.0,6343203,1383.166812,0.15082,8670,0.0,6473.693415,0.646564,0.678253,2.578111,0.120086949069391,0.203345582290872,4.10589223956346e-05,0.0003780640507543,9.20784152860542,0.120876300595514,0.255318000432272,4.84927099351931,0.406335741740753,0,0.0200000000004366,,,,,,0.104233333333333,0.0702333333333333,0.0862666666666667,1.48410061699098,1.20826893353941,0.814142194744977,0.104233333333333,0.0702333333333333,0.099,1.48410061699098,1.05286195286195,0.709427609427609,0.104233333333333,0.0702333333333333,0.0927,1.48410061699098,1.12441567781374,0.757641136281913,0,623.23000000001,Tuning
1540_volcanoes-d3,5,3,3,0,9285,0.000323,1.0,0.0,5,5,5.0,0.0,5,0.006247,0.944642,0.2,0.416333,0.24407,0.24407,2.173388,2.173388,0.05679,0.368458,0.991582,0.283387,0.176078,2.687218,0.588741,0.283387,0.021186,13.376093,125.83865,0,1,0.0,0.0,1.0,0,1,0.5,0.707107,1,1,1.0,0.0,0,0,0.0,0.0,0.936349,0.944642,0.944642,0.944642,0.0,0.944642,0.944642,0.909962,0.156,0.3704,7.013,0.048,0.109,0.0448,0.022,0.5,0.127,0.36,0.09,0.742,0.967,3094.667,6476796,1395.109532,0.15027,8771,0.0,6558.042326,0.648239,0.678804,2.581289,0.106051050910123,0.202938038654277,2.31051428251022e-05,0.0003235290971594,14.0024712077495,0.106088558154894,0.236031628574967,7.40746107405367,0.370023907479683,0,0.0400000000008731,,,,,,0.1116,0.0736333333333333,0.0744666666666667,1.51561792666365,1.49865711727842,0.988809310653536,0.1116,0.0736333333333333,0.0796666666666667,1.51561792666365,1.40083682008368,0.924267782426778,0.1116,0.0736333333333333,0.0904666666666667,1.51561792666365,1.23360353721444,0.813927781871776,0,605.190000000002,Tuning
1547_autoUniv-au1-1000,2,20,20,0,1000,0.02,1.0,0.0,2,2,2.0,0.0,2,0.259,0.741,0.5,0.340825,0.369451,0.369451,1.329708,1.329708,0.056196,0.309874,1.0,0.572008,0.825234,0.664875,0.191842,0.572008,0.002597,220.293091,255.058228,13,14,0.65,0.013,0.071429,2,6,3.25,1.832251,3,9,5.642857,1.905746,0,2,0.65,0.67082,0.726,0.741,0.741,0.741,0.0,0.741,0.741,0.668,0.056,0.552,1.0,0.0,0.0,0.518,0.259,0.5,0.462,0.908,0.316,0.241,1.0,50.0,56153,112.306,0.112418,741,3e-06,254.402,0.435401,0.337827,1.82636,0.204375896378309,0.510833414299589,0.0009061253125494,0.0012713010957497,1.40300803668405,0.290438852812504,0.237513777191403,1.46855078862484,0.465626343670525,0,0.0399999999990541,,,,,,0.0004333333333333,0.0004333333333333,0.0004333333333333,1.0,1.0,1.0,0.0004333333333333,0.0004333333333333,0.0004333333333333,1.0,1.0,1.0,0.0004333333333333,0.0004333333333333,0.0004333333333333,1.0,1.0,1.0,0,499.949999999997,Tuning
1549_autoUniv-au6-750,8,40,37,3,750,0.053333,0.925,0.075,2,8,3.75,2.872281,15,0.076,0.22,0.125,0.053764,0.459041,0.459818,2.242774,2.156719,0.089966,0.317274,0.257062,2.005728,0.964551,1.913625,0.636615,2.06735,0.039566,50.692915,47.365101,8,9,0.2,0.010667,0.111111,2,4,3.2,1.095445,3,6,4.555556,1.130388,0,3,0.2,0.607644,0.358667,0.22,0.249333,0.224567,0.007602,0.22,0.22,0.164,0.027,0.39675,9.531,0.093,2.555,0.25025,0.125,0.5,0.897,1.09,0.839,0.091,1.0,18.75,7091,18.909333,0.025246,165,2e-06,102.518667,0.058452,0.717404,2.855211,0.115391758711284,0.126498975708484,0.0001405043941665,0.0001643328789661,1.16959245254154,0.162303076053604,0.116206846354446,2.60890381782715,0.197074004605557,0,0.0300000000006548,,,,,,0.0388666666666667,0.0483666666666667,0.0393333333333333,0.803583735354928,0.988135593220339,1.22966101694915,0.0388666666666667,0.0483666666666667,0.0397333333333333,0.803583735354928,0.978187919463087,1.21728187919463,0.0388666666666667,0.0483666666666667,0.0393333333333333,0.803583735354928,0.988135593220339,1.22966101694915,0,214.62999999999,Defaults
1551_autoUniv-au6-400,8,40,37,3,400,0.1,0.925,0.075,2,8,3.75,2.872281,15,0.0625,0.2775,0.125,0.080855,0.463551,0.476722,2.305182,2.239063,0.13168,0.435642,0.242234,1.919304,0.92299,1.693068,0.619173,1.980077,0.058749,32.669398,27.818522,18,19,0.45,0.045,0.052632,2,10,6.0,3.098387,4,7,5.578947,1.017393,0,4,0.45,0.904405,0.5,0.2775,0.33,0.286125,0.013264,0.2775,0.2775,0.1525,0.058,0.813,2.326,0.303,2.062,0.250875,0.124875,0.5,0.91,1.093,0.842,0.033,1.0,10.0,2372,11.86,0.029724,111,8e-06,69.2425,0.070345,0.757519,3.379361,0.217457738827704,0.127948565876925,0.0003280911864364,0.0003495349452886,1.0653591432465,0.331110551139718,0.224322231674335,1.21093393026169,0.392818023512729,0,0.0299999999988358,,,,,,0.0170666666666667,0.0170666666666667,0.0170666666666667,1.0,1.0,1.0,0.0170666666666667,0.0170666666666667,0.0170666666666667,1.0,1.0,1.0,0.0170666666666667,0.0170666666666667,0.0170666666666667,1.0,1.0,1.0,0,206.080000000002,Defaults
1552_autoUniv-au7-1100,5,12,8,4,1100,0.010909,0.666667,0.333333,2,5,3.0,1.224745,15,0.139091,0.277273,0.2,0.053794,0.216319,0.537835,1.670058,2.092641,0.085926,0.416891,0.528524,1.580833,0.982227,1.386924,0.623861,1.836927,0.028965,54.576657,46.882147,10,11,0.833333,0.009091,0.090909,2,6,4.0,1.414214,3,6,4.818182,1.07872,0,2,0.833333,0.834847,0.380909,0.277273,0.316364,0.286515,0.012177,0.277273,0.277273,0.32,0.1,0.3546,9.655,0.032,0.092,0.4004,0.2,0.5,0.841,1.157,0.698,0.539,1.0,91.667,23938,43.523636,0.039603,305,1e-06,311.476364,0.062733,0.764461,3.712101,0.433944022988003,0.226938232268304,0.0026798849635826,0.0026879060054708,1.00299305455167,0.626826653961095,0.435330954910386,1.18104688454545,0.751240639434978,0,0.0399999999990541,1.53887714153551,0.699295051931927,141.0,0.0,0.0,0.0168333333333333,0.0168333333333333,0.0168333333333333,1.0,1.0,1.0,0.0168333333333333,0.0168333333333333,0.0168333333333333,1.0,1.0,1.0,0.0168333333333333,0.0168333333333333,0.0168333333333333,1.0,1.0,1.0,0,206.580000000002,Defaults
1553_autoUniv-au7-700,3,12,8,4,700,0.017143,0.666667,0.333333,2,3,2.6,0.547723,13,0.305714,0.35,0.333333,0.024089,0.322953,0.761887,1.757332,2.905226,0.086544,0.348964,0.900179,1.096847,0.998393,1.294131,0.600272,1.344624,0.014056,78.032302,91.067527,10,11,0.833333,0.014286,0.090909,2,4,3.333333,1.032796,3,7,5.181818,1.601136,0,3,0.833333,1.029857,0.458571,0.35,0.435714,0.374762,0.029832,0.35,0.361429,0.364286,0.088,0.177,2.601,0.17,0.201,0.667,0.333333,0.5,0.796,1.092,0.617,0.467,1.0,58.333,15360,43.885714,0.062784,245,3e-06,288.665714,0.092305,0.755646,3.585045,0.461912847355566,0.353723299120551,0.0019442149600672,0.0019635055530071,1.00992204737445,0.645526919184455,0.464033100008654,5.3800436399419,0.754763825857138,0,0.0499999999992724,1.38528306313412,0.299171677084549,69.0,0.0,0.0199999999967986,0.0169666666666667,0.0169666666666667,0.0169666666666667,1.0,1.0,1.0,0.0169666666666667,0.0169666666666667,0.0169666666666667,1.0,1.0,1.0,0.0169666666666667,0.0169666666666667,0.0169666666666667,1.0,1.0,1.0,0,205.75,Defaults
1554_autoUniv-au7-500,5,12,8,4,500,0.024,0.666667,0.333333,2,5,3.0,1.224745,15,0.086,0.384,0.2,0.113402,0.228863,0.66606,1.719741,2.477574,0.117783,0.40278,0.525837,1.489002,0.925169,1.229821,0.60579,1.732092,0.026077,57.100803,46.161631,13,14,1.083333,0.026,0.071429,2,6,3.714286,1.799471,3,8,5.428571,1.504572,0,4,1.083333,1.311372,0.44,0.384,0.398,0.386167,0.005078,0.384,0.396,0.388,0.064,0.331,9.107,0.052,0.188,0.4,0.2,0.5,0.792,1.129,0.648,0.524,1.0,41.667,5838,23.352,0.046798,192,5e-06,166.7,0.100937,0.739004,3.864911,0.371427521246925,0.217738961773876,0.0016530729587784,0.0019844536673746,1.20046345010758,0.541248564098151,0.388188305216105,1.17249210872067,0.688866853186777,0,0.0500000000010914,1.9315319645063,2.27451902110198,133.0,0.0,0.0100000000020373,0.0090333333333333,0.0090333333333333,0.0090333333333333,1.0,1.0,1.0,0.0090333333333333,0.0090333333333333,0.0090333333333333,1.0,1.0,1.0,0.0090333333333333,0.0090333333333333,0.0090333333333333,1.0,1.0,1.0,0,204.0,Tuning
1555_autoUniv-au6-1000,8,40,37,3,1000,0.04,0.925,0.075,2,8,3.75,2.872281,15,0.089,0.24,0.125,0.04803,0.445611,0.445446,2.221474,2.132478,0.076461,0.283419,0.259678,2.025101,0.973868,1.911111,0.608487,2.086915,0.030353,66.718447,61.962973,1,2,0.025,0.001,0.5,2,2,2.0,0.0,2,2,2.0,0.0,0,1,0.025,0.158114,0.333,0.24,0.286,0.2416,0.007742,0.24,0.243333,0.143,0.034,0.342875,14.408,0.106,1.665,0.25,0.125,0.5,0.921,1.091,0.859,0.068,1.0,25.0,12078,24.156,0.02418,240,1e-06,129.2,0.072702,0.714722,2.78037,0.114566182224446,0.126084394006474,0.0001285326894295,0.0001295038062102,1.00755540699442,0.182357391356943,0.120891799026984,1.32802707869008,0.224323606715847,0,0.0499999999992724,,,,,,0.0406,0.0447,0.0406,0.9082774049217,1.0,1.10098522167488,0.0406,0.0447,0.0406,0.9082774049217,1.0,1.10098522167488,0.0406,0.0447,0.0406,0.9082774049217,1.0,1.10098522167488,0,203.190000000002,Tuning
1556_acute-inflammations,2,6,1,5,120,0.05,0.166667,0.833333,2,2,2.0,0.0,12,0.491667,0.508333,0.5,0.011785,0.477373,0.984708,1.72979,2.456832,0.415111,0.962168,1.0,0.693008,0.9998,0.736995,0.861363,1.112559,0.132507,5.229982,4.561942,3,4,0.5,0.025,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,1,0.5,0.547723,1.0,0.575,0.833333,0.708333,0.115109,0.575,0.575,1.0,0.128,8.616,0.0,0.343,1.0,0.333,0.0,0.01,0.061,0.018,0.0,0.051,0.899,16.5,757,12.616667,0.106022,61,0.000116,66.933333,0.210565,0.787264,4.764481,0.544889864056218,0.707519099826183,0.0070581425308879,0.0187155876170946,2.65163072794169,0.605858922719488,0.678375482549673,5.73409213126638,0.845708994032245,0,0.0499999999992724,0.3177358917521,-1.82969451679729,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0.779999999998836,Defaults
